-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 01/01/2023 
Location: Latitude  -0.735   Longitude -0.7906 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
WS2M                    MERRA-2 Wind Speed at 2 Meters (m/s) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS50M                   MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX               MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M,PS,WS10M,WS10M_MAX,WS50M,WS50M_MAX
2022,1,6,5.83,6.46,0.59,415.28,114.88,125.77,14.66,0.43,2.22,2.74,101.06,2.97,3.48,3.11,3.66
2022,1,7,6.34,6.54,0.63,411.24,124.39,127.53,15.78,0.45,2.38,2.78,101.03,3.02,3.7,3.16,3.91
2022,1,8,5.92,6.57,0.59,419.18,117.09,128.48,15.04,0.45,2.31,3.38,101.03,3.7,4.63,3.91,4.94
2022,1,9,3.82,6.34,0.38,422.66,78.03,123.44,10.39,0.31,1.59,3.28,101.03,3.6,5.73,3.8,6.19
2022,1,10,4.23,6.14,0.42,421.09,84.64,119.0,10.91,0.34,1.75,4.68,100.92,5.29,6.83,5.7,7.41
2022,1,11,4.02,6.18,0.4,419.99,80.59,119.45,10.52,0.31,1.62,4.18,100.97,4.66,6.72,4.97,7.25
2022,1,12,1.51,6.22,0.15,424.35,32.84,119.86,4.65,0.13,0.67,4.07,101.15,4.53,5.21,4.84,5.62
2022,1,13,5.08,6.47,0.51,415.77,101.09,125.47,13.2,0.4,2.04,3.46,101.28,3.85,4.89,4.12,5.29
2022,1,14,5.67,6.2,0.56,416.06,110.9,120.14,13.77,0.4,2.07,3.6,101.28,4.0,5.7,4.27,6.2
2022,1,15,5.15,6.41,0.51,421.29,102.75,124.87,13.22,0.39,2.01,4.5,101.22,5.09,5.91,5.49,6.43
2022,1,16,5.54,6.29,0.55,414.81,108.38,121.07,13.48,0.4,2.07,3.68,101.3,4.11,6.26,4.36,6.78
2022,1,17,4.88,6.36,0.48,416.58,96.81,122.39,12.37,0.38,1.94,4.25,101.31,4.76,5.73,5.07,6.18
2022,1,18,6.06,6.55,0.6,406.26,118.26,126.45,14.95,0.45,2.36,3.25,101.28,3.55,4.35,3.74,4.62
2022,1,19,6.16,6.68,0.61,407.68,120.88,129.62,15.48,0.46,2.47,2.24,101.2,2.41,3.6,2.52,3.78
2022,1,20,3.59,6.64,0.35,416.77,74.76,129.61,10.47,0.32,1.62,1.63,101.17,1.73,2.59,1.79,2.7
2022,1,21,5.88,6.39,0.58,412.41,115.21,124.24,14.54,0.44,2.3,1.93,101.12,2.05,3.06,2.12,3.19
2022,1,22,4.07,6.15,0.4,418.59,81.48,118.55,10.53,0.31,1.63,2.71,101.11,2.93,3.16,3.07,3.32
2022,1,23,4.83,6.62,0.48,413.25,96.32,128.66,12.8,0.39,2.04,3.34,101.06,3.66,4.29,3.88,4.55
2022,1,24,6.61,6.69,0.65,402.84,128.31,129.21,16.36,0.49,2.62,3.2,101.01,3.51,5.34,3.71,5.73
2022,1,25,6.59,6.73,0.65,403.7,127.38,129.45,16.02,0.47,2.51,1.23,100.99,1.3,1.87,1.31,1.91
2022,1,26,5.22,6.53,0.51,413.45,102.82,126.12,13.21,0.4,2.09,2.91,101.01,3.17,3.71,3.32,3.92
2022,1,27,5.82,5.95,0.57,405.03,110.11,113.48,13.31,0.4,-999.0,3.21,101.0,3.53,4.16,3.74,4.44
2022,1,28,6.09,6.38,0.59,409.33,118.4,123.09,14.63,0.44,2.32,3.23,101.01,3.55,4.1,3.75,4.37
2022,1,29,6.22,6.4,0.61,410.04,120.79,123.42,15.01,0.45,2.45,2.29,101.03,2.48,3.85,2.59,4.1
2022,1,30,5.36,5.67,0.52,412.38,101.77,108.2,11.95,0.36,1.89,1.75,101.06,1.87,2.68,1.94,2.79
2022,1,31,5.67,5.96,0.55,406.96,108.14,113.02,12.91,0.39,-999.0,1.42,101.0,1.51,2.0,1.55,2.07
2022,2,1,5.71,6.14,0.55,406.47,109.97,117.11,13.46,0.41,2.2,2.55,101.05,2.78,3.93,2.92,4.17
2022,2,2,5.39,6.37,0.52,415.17,106.77,123.64,13.48,0.42,2.22,4.01,101.1,4.48,5.1,4.8,5.52
2022,2,3,5.36,6.33,0.52,419.71,106.52,123.43,13.41,0.4,2.09,2.94,101.15,3.23,4.48,3.42,4.8
2022,2,4,6.24,6.52,0.6,412.7,123.1,127.88,15.56,0.47,2.49,3.5,101.13,3.88,4.3,4.12,4.6
2022,2,5,6.77,6.8,0.66,402.22,132.65,132.59,16.91,0.51,2.75,3.72,101.08,4.14,5.09,4.42,5.48
2022,2,6,6.08,6.26,0.59,406.12,117.12,120.17,14.28,0.43,2.3,4.02,101.08,4.52,5.34,4.85,5.8
2022,2,7,6.64,6.71,0.64,403.56,128.75,129.6,16.16,0.46,2.47,3.46,101.06,3.85,4.38,4.12,4.7
2022,2,8,6.58,6.63,0.63,405.27,127.8,128.05,16.15,0.48,2.55,2.99,101.06,3.32,3.92,3.54,4.2
2022,2,9,6.65,6.72,0.64,401.86,128.6,129.43,16.29,0.48,2.55,2.47,101.03,2.71,3.15,2.88,3.34
2022,2,10,6.32,6.45,0.61,405.59,121.46,123.27,15.05,0.46,2.46,2.12,100.96,2.28,3.26,2.38,3.42
2022,2,11,6.3,6.55,0.61,405.18,122.31,126.2,15.27,0.46,2.46,3.05,100.9,3.35,4.48,3.56,4.84
2022,2,12,6.33,6.45,0.61,404.38,122.62,125.02,15.14,0.45,-999.0,3.29,100.96,3.63,4.62,3.88,4.98
2022,2,13,4.96,6.79,0.48,421.98,100.12,132.23,13.16,0.42,2.18,3.95,100.97,4.41,4.9,4.73,5.28
2022,2,14,6.18,6.43,0.59,412.91,120.81,124.45,15.0,0.45,2.37,3.76,100.98,4.18,4.98,4.46,5.36
2022,2,15,6.34,6.43,0.61,405.8,123.59,124.45,15.39,0.45,2.44,3.88,101.04,4.3,5.09,4.59,5.49
2022,2,16,6.77,6.84,0.65,400.27,131.53,131.83,16.75,0.51,2.73,4.38,101.04,4.93,5.59,5.31,6.05
2022,2,17,6.71,6.88,0.64,398.05,129.59,131.68,16.29,0.48,2.6,3.62,100.92,4.01,4.91,4.26,5.28
2022,2,18,6.83,6.92,0.66,396.99,132.6,133.16,16.88,0.51,2.73,4.11,100.92,4.62,5.48,4.96,5.95
2022,2,19,6.46,6.62,0.62,402.97,125.59,127.66,15.71,0.47,2.48,4.55,101.06,5.17,6.0,5.62,6.56
2022,2,20,6.39,6.64,0.61,402.63,124.32,128.05,15.58,0.46,2.45,3.4,101.07,3.79,4.91,4.05,5.3
2022,2,21,6.91,6.96,0.66,398.86,134.95,134.86,17.09,0.5,2.64,2.57,101.06,2.82,3.73,2.98,3.99
2022,2,22,5.95,6.34,0.57,411.12,116.12,122.18,14.23,0.43,2.29,3.41,101.08,3.82,4.19,4.1,4.54
2022,2,23,5.02,6.07,0.48,414.68,99.0,117.26,11.91,0.36,1.91,3.79,101.07,4.27,4.79,4.63,5.23
2022,2,24,5.91,6.5,0.56,417.18,116.65,126.3,14.54,0.45,2.37,3.08,101.01,3.41,4.03,3.63,4.33
2022,2,25,6.22,6.34,0.59,411.72,121.81,123.32,15.09,0.45,2.4,2.13,100.98,2.31,3.37,2.41,3.57
2022,2,26,6.26,6.53,0.59,415.64,123.81,128.38,15.4,0.46,-999.0,3.52,100.94,3.9,4.69,4.14,5.02
2022,2,27,6.29,6.75,0.6,416.55,124.56,131.66,15.76,0.48,2.53,3.73,100.96,4.13,4.7,4.4,5.03
2022,2,28,6.04,6.35,0.58,413.41,118.62,123.23,14.72,0.44,2.36,2.41,101.05,2.59,4.16,2.73,4.44
2022,3,1,6.31,6.48,0.6,415.66,123.9,126.0,15.44,0.45,2.41,1.88,100.94,2.0,2.72,2.08,2.84
2022,3,2,6.1,6.77,0.58,416.77,120.97,132.05,15.57,0.48,2.55,2.45,100.97,2.64,3.1,2.76,3.25
2022,3,3,6.52,6.71,0.62,410.85,127.97,130.39,16.16,0.49,2.65,4.84,101.02,5.47,8.52,5.88,9.38
2022,3,4,6.2,6.46,0.59,415.8,121.59,126.27,15.23,0.46,-999.0,4.01,101.03,4.45,6.37,4.7,6.83
2022,3,5,2.41,6.89,0.23,422.26,51.6,135.65,7.27,0.23,1.16,2.04,100.99,2.17,3.2,2.23,3.32
2022,3,6,5.96,6.98,0.56,419.39,119.23,136.62,15.6,0.48,2.55,2.49,100.87,2.68,3.05,2.79,3.18
2022,3,7,6.23,7.05,0.59,418.59,124.85,138.52,16.39,0.52,2.75,2.34,100.79,2.52,3.57,2.62,3.78
2022,3,8,6.18,6.97,0.59,421.49,123.32,136.28,16.06,0.5,2.64,3.98,100.78,4.47,6.91,4.81,7.54
2022,3,9,1.45,6.86,0.14,426.6,31.04,134.27,4.45,0.12,0.66,4.3,100.84,4.81,7.04,5.12,7.59
2022,3,10,1.97,6.78,0.19,422.15,42.31,131.92,5.94,0.19,0.98,2.78,100.92,3.01,3.72,3.16,3.9
2022,3,11,3.94,6.8,0.38,424.16,81.61,133.18,11.13,0.36,1.9,4.49,100.95,5.02,6.39,5.37,6.84
2022,3,12,5.5,6.75,0.52,417.65,109.99,131.13,14.34,0.46,2.45,4.62,101.02,5.16,6.02,5.54,6.52
2022,3,13,5.2,7.11,0.49,416.98,105.13,138.84,14.28,0.47,2.47,3.34,100.93,3.66,4.68,3.86,4.94
2022,3,14,5.03,6.83,0.48,418.35,101.84,133.31,13.54,0.44,2.3,2.66,100.98,2.88,4.01,3.01,4.23
2022,3,15,5.56,6.24,0.53,416.51,109.16,120.8,13.63,0.41,2.22,4.12,101.05,4.59,5.86,4.88,6.32
2022,3,16,6.15,6.47,0.59,416.07,120.56,125.53,15.07,0.45,2.41,3.62,100.96,4.0,5.55,4.25,5.98
2022,3,17,6.25,6.54,0.59,414.09,122.78,126.86,15.34,0.46,2.45,2.71,100.9,2.95,4.22,3.11,4.5
2022,3,18,5.76,6.38,0.55,418.51,114.1,123.77,14.05,0.44,2.31,2.42,100.89,2.62,3.72,2.75,3.95
2022,3,19,5.4,6.33,0.52,420.66,107.74,123.31,13.4,0.41,2.2,4.83,101.0,5.43,7.09,5.83,7.68
2022,3,20,5.81,6.3,0.55,416.87,114.92,122.67,14.2,0.43,2.32,4.02,101.02,4.45,5.63,4.74,6.06
2022,3,21,3.47,6.81,0.33,419.01,72.84,133.0,9.99,0.31,1.61,4.02,100.96,4.46,5.11,4.74,5.48
2022,3,22,5.71,6.63,0.55,417.9,113.8,129.03,14.47,0.44,2.3,3.84,100.97,4.27,6.27,4.56,6.88
2022,3,23,6.22,6.58,0.59,415.05,122.38,127.28,15.42,0.47,2.52,4.77,100.95,5.4,6.14,5.85,6.7
2022,3,24,6.45,6.79,0.62,418.41,127.33,131.9,16.15,0.5,2.66,4.05,100.92,4.55,5.24,4.91,5.67
2022,3,25,5.75,6.71,0.55,424.19,115.16,131.2,14.88,0.48,2.54,3.58,100.86,4.02,4.59,4.31,4.94
2022,3,26,4.45,6.32,0.43,422.02,89.7,122.38,11.52,0.38,1.98,3.62,100.93,4.04,5.57,4.32,6.0
2022,3,27,6.44,6.61,0.62,416.06,127.07,128.79,16.08,0.49,2.7,3.5,101.0,3.9,4.16,4.2,4.53
2022,3,28,6.06,6.56,0.58,419.91,119.37,126.75,15.12,0.46,2.49,3.8,101.08,4.27,5.59,4.62,6.11
2022,3,29,6.1,6.57,0.59,414.5,120.97,128.11,15.3,0.47,2.48,4.28,100.89,4.83,6.73,5.23,7.44
2022,3,30,6.49,6.84,0.62,415.16,129.34,133.98,16.68,0.52,2.85,4.35,100.7,4.94,6.19,5.38,6.79
2022,3,31,6.35,6.67,0.61,417.56,125.78,130.05,15.91,0.49,2.66,4.1,100.78,4.66,5.46,5.06,6.03
2022,4,1,6.01,6.58,0.58,419.77,119.89,128.48,15.17,0.5,2.67,4.17,101.04,4.72,6.45,5.09,7.05
2022,4,2,1.67,6.08,0.16,427.85,37.46,117.69,5.0,0.16,0.85,3.44,101.11,3.8,4.84,4.0,5.12
2022,4,3,5.64,6.63,0.55,419.54,113.17,129.45,14.69,0.47,2.51,2.51,101.01,2.72,3.48,2.84,3.66
2022,4,4,6.2,6.74,0.6,416.76,123.55,131.5,15.79,0.5,2.66,2.35,101.06,2.53,3.99,2.62,4.19
2022,4,5,6.7,6.86,0.65,410.85,133.35,134.32,17.29,0.54,2.94,2.91,100.99,3.17,4.16,3.34,4.38
2022,4,6,5.88,6.74,0.57,420.69,118.5,132.63,15.47,0.49,2.64,2.58,100.98,2.8,4.76,2.98,5.12
2022,4,7,4.72,6.81,0.46,426.07,97.14,134.16,13.18,0.41,2.18,4.23,100.98,4.75,5.79,5.12,6.28
2022,4,8,1.22,6.61,0.12,423.08,27.78,129.16,4.08,0.12,0.62,3.34,101.03,3.73,5.79,3.98,6.23
2022,4,9,5.82,6.65,0.57,418.52,116.3,130.02,15.13,0.46,2.44,2.86,100.98,3.15,5.34,3.33,5.74
2022,4,10,5.81,6.92,0.57,414.86,116.98,135.97,15.59,0.47,2.46,4.24,100.81,4.73,5.59,5.04,5.98
2022,4,11,6.96,7.04,0.68,405.13,137.87,137.61,17.88,0.54,2.85,3.44,100.84,3.79,4.36,4.02,4.62
2022,4,12,6.79,6.95,0.66,408.57,135.02,136.18,17.55,0.53,2.82,3.41,100.86,3.76,4.46,3.99,4.77
2022,4,13,1.97,6.92,0.2,422.16,43.3,136.19,6.36,0.19,0.95,2.73,100.89,2.98,4.58,3.16,4.91
2022,4,14,5.74,6.9,0.56,419.52,116.17,136.22,15.62,0.5,2.64,3.67,100.98,4.03,4.67,4.28,5.02
2022,4,15,6.39,6.99,0.63,413.24,128.26,137.96,17.02,0.53,2.85,4.15,101.02,4.61,5.09,4.92,5.45
2022,4,16,6.5,7.1,0.64,415.88,131.09,140.59,17.48,0.55,2.92,3.86,100.99,4.27,4.85,4.55,5.2
2022,4,17,6.76,7.11,0.67,414.41,135.48,140.2,17.94,0.56,2.99,2.94,100.94,3.2,3.54,3.38,3.73
2022,4,18,5.72,6.94,0.56,421.62,115.78,137.16,15.58,0.48,2.55,2.05,100.99,2.21,3.2,2.33,3.41
2022,4,19,5.99,6.7,0.59,420.75,120.1,131.84,15.82,0.49,2.56,2.71,101.08,2.96,5.23,3.1,5.59
2022,4,20,4.46,6.78,0.45,423.96,91.77,133.93,13.05,0.41,2.16,2.17,101.04,2.34,4.17,2.45,4.44
2022,4,21,3.84,6.96,0.38,427.62,80.47,138.22,11.66,0.38,1.98,2.68,101.06,2.88,4.38,2.99,4.59
2022,4,22,4.4,6.89,0.44,422.08,90.91,136.38,12.9,0.4,2.06,4.69,101.01,5.21,6.1,5.53,6.52
2022,4,23,5.21,6.7,0.52,427.91,106.05,132.16,14.34,0.44,2.28,3.5,100.94,3.84,5.16,4.04,5.51
2022,4,24,4.05,6.6,0.41,427.02,84.07,130.34,11.65,0.36,1.84,2.6,101.0,2.81,4.85,2.93,5.12
2022,4,25,4.21,6.63,0.42,428.57,86.84,131.24,12.08,0.39,2.02,4.54,100.91,5.05,5.99,5.37,6.45
2022,4,26,1.88,6.43,0.19,427.01,40.16,126.11,5.7,0.17,0.88,5.2,100.94,5.85,6.67,6.3,7.22
2022,4,27,4.98,6.51,0.5,425.98,100.55,127.77,13.52,0.41,2.13,4.19,101.01,4.64,6.2,4.95,6.67
2022,4,28,6.63,6.81,0.67,417.44,131.45,133.71,17.09,0.51,2.66,1.7,101.02,1.8,3.28,1.86,3.45
2022,4,29,6.73,6.88,0.68,418.45,133.48,135.09,17.43,0.52,2.79,4.7,101.06,5.28,5.72,5.68,6.2
2022,4,30,6.07,6.67,0.62,418.05,120.38,130.46,15.85,0.48,2.59,4.02,101.17,4.51,5.05,4.83,5.44
2022,5,1,6.0,6.69,0.61,421.16,119.91,131.92,15.86,0.49,2.55,3.28,101.2,3.62,4.52,3.84,4.84
2022,5,2,5.86,6.66,0.59,421.73,117.09,131.09,15.5,0.48,2.55,3.4,101.18,3.74,4.54,3.95,4.84
2022,5,3,6.29,6.61,0.64,418.55,125.34,130.36,16.34,0.5,2.66,3.01,101.04,3.29,3.88,3.47,4.12
2022,5,4,5.93,6.54,0.61,425.01,118.48,128.85,15.52,0.48,2.48,3.95,101.1,4.41,5.24,4.73,5.67
2022,5,5,5.2,6.47,0.53,423.79,104.51,127.28,13.98,0.43,2.23,3.93,101.15,4.38,5.16,4.7,5.58
2022,5,6,0.93,6.54,0.09,427.77,20.87,129.06,3.23,0.09,0.47,3.36,101.15,3.75,5.45,4.04,5.92
2022,5,7,5.39,6.46,0.55,423.66,107.78,126.86,14.26,0.43,2.23,4.35,101.03,4.91,5.84,5.3,6.37
2022,5,8,6.29,6.56,0.65,415.8,124.41,128.55,16.12,0.48,2.55,4.59,100.98,5.2,6.13,5.66,6.7
2022,5,9,5.46,6.56,0.56,426.09,110.38,129.76,14.67,0.45,2.35,3.64,101.04,4.09,4.76,4.42,5.14
2022,5,10,5.33,6.37,0.55,420.39,106.87,125.5,14.15,0.44,2.24,3.58,101.1,4.02,4.98,4.34,5.44
2022,5,11,3.44,6.18,0.36,424.56,71.43,121.16,9.96,0.31,1.6,5.11,101.09,5.89,6.83,6.52,7.6
2022,5,12,4.29,6.44,0.45,422.95,87.55,126.94,12.2,0.38,1.94,4.48,101.17,5.11,6.2,5.59,6.85
2022,5,13,5.25,6.47,0.55,421.07,105.37,127.05,14.1,0.42,2.16,4.28,101.17,4.84,5.41,5.23,5.84
2022,5,14,6.26,6.51,0.65,418.85,125.07,128.99,16.28,0.48,2.53,4.98,101.15,5.69,6.68,6.21,7.38
2022,5,15,6.21,6.4,0.65,412.16,123.29,126.33,15.91,0.47,2.5,4.72,101.18,5.34,6.54,5.78,7.17
2022,5,16,6.47,6.51,0.68,402.38,127.05,127.09,16.29,0.48,2.56,3.88,101.22,4.34,5.22,4.62,5.61
2022,5,17,6.46,6.58,0.68,403.87,127.02,128.39,16.37,0.48,2.54,3.82,101.19,4.26,4.91,4.55,5.27
2022,5,18,5.85,6.42,0.62,411.48,115.84,125.65,15.09,0.45,2.3,4.85,101.11,5.5,6.61,5.95,7.2
2022,5,19,6.17,6.51,0.65,413.15,121.38,126.75,15.77,0.46,2.44,5.3,101.12,6.04,6.98,6.57,7.63
2022,5,20,4.91,6.28,0.52,417.71,97.8,122.2,13.03,0.38,1.95,5.44,101.25,6.24,6.8,6.85,7.52
2022,5,21,4.74,6.11,0.5,423.09,94.45,118.33,12.46,0.37,1.86,5.05,101.38,5.76,6.41,6.24,7.0
2022,5,22,5.82,6.38,0.62,402.16,113.33,122.66,14.66,0.43,2.22,3.27,101.37,3.6,5.21,3.8,5.62
2022,5,23,6.41,6.52,0.68,399.43,125.23,126.6,16.09,0.47,2.47,3.79,101.32,4.21,4.64,4.47,4.92
2022,5,24,5.84,6.5,0.62,397.52,113.96,125.53,14.95,0.44,2.23,3.84,101.35,4.29,4.54,4.59,4.87
2022,5,25,4.94,6.52,0.52,413.66,98.66,126.9,13.46,0.41,2.11,3.51,101.48,3.87,4.49,4.1,4.78
2022,5,26,3.74,6.1,0.4,425.01,77.38,119.61,10.66,0.32,1.63,3.34,101.55,3.69,4.08,3.92,4.34
2022,5,27,4.87,6.26,0.52,417.05,97.17,122.26,12.88,0.37,1.91,5.12,101.42,5.83,6.57,6.33,7.22
2022,5,28,5.86,6.35,0.62,404.77,114.86,123.43,14.88,0.42,2.18,5.14,101.27,5.87,6.17,6.36,6.74
2022,5,29,6.08,6.37,0.65,410.2,118.74,123.38,15.34,0.44,2.27,5.3,101.2,6.05,6.78,6.57,7.41
2022,5,30,6.14,6.46,0.66,406.64,120.61,125.71,15.72,0.45,2.38,5.12,101.16,5.83,6.25,6.33,6.8
2022,5,31,6.08,6.22,0.65,405.45,119.47,121.58,15.34,0.44,2.3,4.9,101.14,5.58,6.45,6.07,7.1
2022,6,1,5.78,6.06,0.62,411.46,113.68,118.4,14.51,0.41,2.1,4.55,101.09,5.18,6.21,5.62,6.84
2022,6,2,5.12,6.13,0.55,410.58,100.95,119.01,13.16,0.36,1.87,4.41,100.96,5.03,5.48,5.5,6.02
2022,6,3,5.94,6.12,0.64,407.34,116.12,119.2,14.76,0.4,2.07,3.93,101.06,4.46,5.09,4.84,5.55
2022,6,4,5.55,5.94,0.59,408.83,108.56,115.46,13.82,0.38,1.96,3.97,101.1,4.49,5.69,4.87,6.2
2022,6,5,4.85,5.62,0.52,415.24,94.91,108.23,11.87,0.33,1.67,2.41,101.19,2.7,4.38,2.91,4.75
2022,6,6,5.13,5.96,0.55,407.16,99.88,114.3,12.67,0.36,1.86,4.04,101.22,4.57,5.36,4.96,5.9
2022,6,7,5.74,6.02,0.62,389.77,109.25,113.86,13.61,0.38,1.97,2.99,101.29,3.26,3.84,3.44,4.09
2022,6,8,5.66,5.95,0.61,403.05,109.13,113.92,13.65,0.37,1.91,3.95,101.31,4.38,4.81,4.65,5.12
2022,6,9,5.72,6.06,0.62,399.63,110.26,116.08,13.87,0.38,1.96,4.66,101.15,5.23,5.48,5.58,5.85
2022,6,10,6.08,6.28,0.66,387.71,117.17,120.44,14.91,0.41,2.07,4.58,101.21,5.12,5.84,5.46,6.27
2022,6,11,5.88,6.09,0.64,392.34,113.24,116.7,14.34,0.38,1.95,4.23,101.25,4.7,5.91,5.0,6.34
2022,6,12,4.73,5.82,0.52,405.0,91.98,111.29,11.74,0.33,1.67,3.42,101.3,3.77,4.59,3.99,4.92
2022,6,13,5.14,5.83,0.55,411.69,99.55,111.51,12.47,0.34,1.75,3.98,101.29,4.45,5.09,4.76,5.46
2022,6,14,4.61,5.88,0.5,416.62,91.59,114.2,11.87,0.34,1.71,5.31,101.24,6.07,7.54,6.61,8.34
2022,6,15,4.42,6.07,0.48,415.42,87.86,117.47,11.69,0.33,1.66,5.52,101.24,6.34,7.48,6.95,8.25
2022,6,16,4.59,5.98,0.5,402.46,89.7,114.46,11.6,0.32,1.63,4.38,101.24,4.97,6.05,5.39,6.65
2022,6,17,4.42,6.01,0.48,406.66,86.93,115.08,11.41,0.32,1.61,4.72,101.29,5.4,6.19,5.91,6.77
2022,6,18,4.9,5.93,0.53,400.51,94.95,112.93,12.17,0.34,1.74,3.52,101.37,3.94,4.54,4.22,4.89
2022,6,19,4.62,5.77,0.5,412.78,90.2,110.41,11.49,0.32,1.62,3.39,101.42,3.8,4.73,4.09,5.17
2022,6,20,5.31,6.04,0.58,406.66,104.23,117.12,13.4,0.37,1.87,4.94,101.42,5.7,6.59,6.32,7.39
2022,6,21,5.62,6.13,0.61,401.46,110.54,119.38,14.26,0.39,1.98,5.62,101.33,6.54,7.16,7.36,8.12
2022,6,22,4.62,6.03,0.5,412.59,92.24,117.72,12.23,0.34,1.72,5.29,101.26,6.09,6.42,6.76,7.13
2022,6,23,5.77,6.12,0.62,408.6,112.96,118.88,14.52,0.4,2.05,5.25,101.31,6.04,6.41,6.63,7.05
2022,6,24,5.97,6.18,0.65,397.05,115.74,119.2,14.78,0.39,2.01,4.55,101.31,5.17,5.97,5.61,6.49
2022,6,25,5.06,6.13,0.55,394.63,98.96,117.86,12.95,0.35,1.79,4.96,101.27,5.67,6.3,6.2,6.88
2022,6,26,5.08,5.9,0.55,400.62,98.52,112.84,12.51,0.34,1.7,3.77,101.29,4.22,5.43,4.51,5.91
2022,6,27,3.9,5.78,0.42,402.67,77.18,110.27,10.04,0.27,1.38,3.9,101.36,4.35,5.48,4.65,5.93
2022,6,28,5.54,5.77,0.6,407.88,105.0,108.75,12.98,0.34,1.79,4.34,101.36,4.92,5.78,5.33,6.27
2022,6,29,4.47,5.78,0.48,411.63,86.7,108.99,11.04,0.3,1.5,4.81,101.45,5.47,7.62,5.9,8.41
2022,6,30,5.36,5.94,0.59,393.09,101.89,111.62,12.71,0.34,1.7,5.77,101.39,6.6,7.52,7.2,8.23
2022,7,1,5.72,6.13,0.62,386.19,109.4,116.18,13.84,0.37,1.9,5.13,101.38,5.8,6.38,6.23,6.9
2022,7,2,5.66,5.95,0.62,389.49,107.88,112.84,13.42,0.35,1.8,4.09,101.52,4.56,5.84,4.84,6.26
2022,7,3,5.33,5.98,0.58,407.93,102.72,113.88,13.06,0.34,1.77,4.84,101.56,5.48,6.53,5.89,7.12
2022,7,4,4.54,5.87,0.49,411.48,89.16,112.25,11.48,0.32,1.62,5.7,101.5,6.54,6.73,7.15,7.34
2022,7,5,5.63,5.91,0.61,402.66,108.04,112.83,13.53,0.36,1.85,5.31,101.42,6.09,6.53,6.66,7.16
2022,7,6,6.07,6.22,0.66,380.19,115.64,117.95,14.57,0.38,1.97,5.02,101.44,5.71,6.32,6.2,6.9
2022,7,7,5.66,6.13,0.61,396.17,109.93,117.76,14.09,0.38,1.98,4.35,101.5,4.93,5.83,5.33,6.34
2022,7,8,4.23,6.06,0.45,412.63,84.6,116.91,11.26,0.32,1.62,5.01,101.54,5.73,6.8,6.26,7.54
2022,7,9,5.64,5.9,0.61,398.65,107.99,112.3,13.43,0.36,1.87,5.74,101.53,6.62,6.95,7.33,7.73
2022,7,10,5.49,6.27,0.59,389.58,106.5,119.3,13.67,0.38,1.93,4.5,101.43,5.1,5.87,5.54,6.45
2022,7,11,6.02,6.15,0.65,383.52,114.89,116.85,14.41,0.39,2.02,4.98,101.36,5.7,5.91,6.25,6.56
2022,7,12,6.27,6.37,0.67,371.3,119.66,120.92,15.18,0.41,2.16,4.57,101.48,5.22,5.56,5.73,6.16
2022,7,13,6.11,6.36,0.66,376.56,116.99,120.94,14.93,0.41,2.13,3.85,101.54,4.4,5.34,4.88,5.91
2022,7,14,6.22,6.35,0.67,380.74,119.73,121.68,15.2,0.41,2.1,4.33,101.39,4.99,5.85,5.64,6.63
2022,7,15,5.58,6.31,0.6,390.04,108.71,121.15,14.07,0.38,1.93,3.91,101.34,4.48,5.65,4.98,6.3
2022,7,16,5.99,6.32,0.64,374.34,114.41,119.75,14.52,0.39,1.99,4.67,101.39,5.36,5.88,5.91,6.55
2022,7,17,5.99,6.03,0.64,373.44,111.54,112.14,13.73,0.37,1.88,4.85,101.47,5.55,6.16,6.1,6.8
